Album,Nombre_Cancion,Letra_Cancion
Psalmos,tu_dedo_medio.txt,"Ese dedo medio que otra vez salió
Ya somos amigos, ya hay relación
Ese dedo medio, no sentía temor
Ya se fue contigo y no me dijo adiós
Llama al doctor
Te echo de menos y a tu mal humor
Llama al doctor
Tu ausencia me hizo crecer un tumor
Ese dedo medio era tu expresión
Cuando no sabías como darme amor
Te echo de menos, extraño tu olor
Mas por tu dedo medio ya sé tu opinión
Llama al doctor
Mi ritmo cardíaco no ignora al reloj
Llama al doctor
Tu ausencia me dio un ataque al corazón
Vamos al hospital
""Nueve, uno, uno"" es la clave a marcar
Pide clonazepam por favor
Pues tu dedo de enmedio partió
Ese dedo medio tan particular
La gente obtusa lo toma vulgar
Pero ya te fuiste, pero ya no estás
Yo te juro nena, te voy a extrañar
Llama al doctor
Me abandonaste, se enfría mi sudor
Llama al doctor
Tu dedo de enmedio clavado quedó
Te fuiste y no pude entregarte esta flor."
Psalmos,violencia.txt,"Hora de cambiar
Pensado, no al azar
De casa, de vivienda, de hogar
Mi forma de querer
Mañana en vez de ayer
Dejar de ser villano en mi papel
Cambiar de opinión
No más pedir perdón
No más violencia al corazón
No más pasión
Bailar a un diferente son
De negro al color
Siento
Que cada momento
En que vivo el silencio
Se marchita esta flor
Oh-oh-oh-oh-oh-oh-oh
Siento
Que por más que lo intento
Sigo siendo violento
Y daño el corazón
Oh-oh-oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh-oh
Y daño el corazón
Tengo que apagar este incendio
Con viento a favor
Inmune a cualquier dolor
Que el espejo no refleja algo inferior
Con palabra de honor
Sonreírle a mi alrededor
Más ese no soy
Siento
Que cada momento
Que me ahoga el recuerdo
Se me apaga el motor
Oh-oh-oh-oh-oh-oh-oh-oh
Siento
Que esto sigue en aumento
Es más duro el acento
De mi palpitación
Oh-oh-oh-oh-oh
Un día más
Poco a poco se derrite el metal
Oh-oh-oh
Eliminar
Este maldito mal sabor del paladar
Ah-ah-ah-ah-ah-ah-ah-ah
Ah-ah-ah-ah-ah-ah-ah-ah
Ah-ah-ah-ah-ah-ah-ah-ah
Ya no quiero violencia al amar (Ah-ah-ah-ah-ah-ah-ah-ah)
Ah-ah-ah-ah-ah-ah-ah-ah
Ah-ah-ah-ah-ah-ah-ah-ah
Erradicar la violencia al amar (Ah-ah-ah-ah-ah-ah-ah-ah)"
Giallo,a_tu_merced.txt,"Estoy de pie
Estoy de pie, aún
No hay por qué
No hay por qué apagar la luz
Mi nombre en tres
Di mi nombre en tres
Y estoy a tu merced
A tu merced, oh-oh-oh-oh-oh
No quiero actuar más al duro juez
Quiero en tu drama un buen papel
Quiero amar, no tengo con qué
Mi nombre dilo en tres
Mi nombre dilo en tres
En mi piel
En mi piel un tattoo
Vélo bien
Vélo bien, eres tú
Mi nombre en tres
Di mi nombre en tres
Y estoy a tu merced
A tu merced, oh-oh-oh-oh-oh
No quiero volar como aquella vez
Quiero colgarme en tu pared
Quiero amar, no tengo con qué
Quiero amar, no tengo con qué
Quiero amar, no tengo con qué
Quiero amar, no tengo con qué
Quiero amar, no tengo con qué
Mi nombre dilo en tres
Mi nombre dilo en tres"
Giallo,cantar_de_gesta.txt,"No hace falta que sepamos todo
Sólo sé que estando aquí incomodo
Ni entender el dónde ni el cómo
Pues llegamos y nos vamos solos
Me he cansado de buscar un modo
O una manera de salir del fondo
¿De qué sirve esperarme un poco?
Si no aguanto el ver mi propio rostro
Ya no lloro ni al picarme un ojo
Casi como pellizcarme un codo
Aunque al tormento cargo aquí en mis hombros
En mis hombros
No hace falta que sepamos todo
Raro que antes era yo curioso
Lo terrible lo veía hermoso
Pero ha perdido su valor el oro
Al dolor lo veo a los ojos
Al placer tampoco ya lo noto
La costumbre viaja aquí en mis hombros
En mis hombros
Por afuera fierro adentro roto
Perdido su valor el oro en mis ojos
Siempre en gris o en un rincón
Uno en mil uno en el montón
Pierde su valor el oro
Mientras vivía no hubo misión
Ya que no estoy les hago un favor
Pierde su valor el oro
Que mi legado tenga un valor
Hice que el mundo sea un lugar mejor
Pierde su valor el oro
Cometí errores pido perdón
Quedó pendiente a aprender la lección
Pierde su valor el oro
Oh, regresarle su valor al oro
Oh
Regresarle su valor al oro"
Giallo,cerraron_chipinque.txt,"Regresa a casa, por favor
Primavera me robó
Tu presencia y no aguanto este invierno
El frío se ha vuelto más feroz
Ha acabado con mi voz
Y muero por decirte que estoy muriendo
Y que la Sierra Madre luce sola
Desde mi cama renuncio al melodrama
Cuando no se sienta nada, que ya no se sienta nada
Que al fin acabe la obra, encuentra la forma, decirme la hora
Cuando no se sienta nada y el sol se lleve la sombra
Y ya no estés tan rota, y te ensamble mi boca
Cuento las horas hasta que se sienta nada
Invierno, me abandonarás
Tú serías incapaz
De arrancarme así la ropa con tu mirada
Sí, es cierto, dices la verdad
Me pagan por cantar
Todo sale de esta copa
Cuando ya no siento nada, que ya no se sienta nada
Que al fin acabe la obra, encuentra la forma, decime la hora
Cuando no se sienta nada, que todo juegue en mi contra
Gritar mi derrota, que estés orgullosa
Cuento las horas, cuéntalas
Acércate, cuéntamelo
Que vil y sinvergüenza soy
Tienen razón, tienen razón
No es solo un rumor
Tendremos la conversación
De lo cuánto despreciable soy
Tienen razón, tienen razón
Quizá un poco peor
Por eso canto esto en tu honor
La Sierra Madre en el olvido
Opuesto a tu cara todas las mañanas
Quiero sentir nada, cuando no se sienta nada
Que todo juegue en mi contra, gritar mi derrota
Y que estés orgullosa
Cuento las horas hasta que se sienta nada, uoh-oh
Por eso canto esto en tu honor"
Giallo,documentales.txt,"Tengo planes poco admirables
Deseos que exhiben desesperación
Quisiera, quisiera más cerca la puerta
Saltar, no hay otra manera
Esta cama siempre está vacía
Y hace difícil la dormitación
Es tal mi apatía
Mi casa está fría
Total, no me arrepentiría
No me harán documentales
Nunca fui ese alguien tan importante
Quisiera sinceramente, quisiera
Morir sonriente, quisiera
Morir sonriente, quisiera
Debí haber empezado hace años
Este pozo lo dejé para después
Quisiera, quisiera que sea en mi primavera y no
Partir ya en tercera
Algo oscuro vive en mi cuerpo
Ya traté de todo, no sirvió la luz
Quisiera, quisiera dejar la tiniebla
Este plan me ofrece certeza
Nunca harán documentales
Ya sea muerto, o en vida durante
Quisiera, sinceramente
Una idea para gritar
Silente, quisiera
Nunca dirán ""felicidades""
Enhorabuena, por fin lo lograste
Quisiera, sinceramente
Quisiera morir sonriente, quisiera
Morir sonriente, quisiera
Oh, morir sonriente, quisiera"
Giallo,en_vano.txt,"Aún no, no estoy listo
Aún no, quisiera verte contenta
Verte tan plena y tan ajena
Oh, nada, oh, nunca aceptaré nada
Oh, faltan caras más largas
Como la que plasma este espejo de cuerpo completo, uoh-oh-oh
No, no te vayas, aún no es hora, es temprano
Juré ya no contar en números romanos
Si mi sentido del humor no es tan sano, oh
No es en vano, no
Considerando el cortarme una mano
Sólo para hacer enojar un poco al brazo
Suelo cortar lo que está en buen estado
No te inquietes, nada es en vano
Aún no, no necesito
Aún no, que alguien me quite la pena
Rompa cadenas, abra la puerta
Oh, nada, oh, nunca aceptaré nada, oh
Pero cuando te pienso, en mis adentros
Se prende el fuego y me quita lo viejo, uoh-oh-oh
No, no te vayas, aún no es hora, es temprano
Juré ya no contar en números romanos
Si mi sentido del humor no es tan sano, oh
No es en vano, no
Considerando el cortarme una mano
Sólo para hacer enojar un poco al brazo
Suelo cortar lo que está en buen estado
No te inquietes, nada es en vano
Nada fue en vano
Nada fue en vano
De repente todo se acabó
Y ya llegaron a las 12 las manos del reloj
No, no te vayas, aún no es hora, es temprano
No tocaré las teclas negras en el piano
Sé que lo últimos han sido malos años, oh
No fue en vano, no
Si necesito compañía, seré esclavo
Si necesito un poco de calor humano
No me arrepiento de lo que hice en el pasado
No te apures, nada fue en vano
Oh oh oh oh
Oh oh oh oh
Oh oh oh oh
Oh oh oh oh"
Giallo,la_herida.txt,"Es más la espera
Cuando tienes la cara al sol
Ven, aprovecha
Golpea sin miedo, hazme lo peor
Fui la oscuridad, yo fui las tinieblas
Que invadieron tu habitación
Guardo tu lugar cerca en mi trinchera
Del ataque a mi corazón
La Magdalena tenía razón
Siéntate donde quieras
Oh, siéntate, siéntate, va a empezar
Oh, da el pésame cuando puedas
Que próximamente algo adentro se quebrará
No tengo duda
Algo aquí adentro va a fallecer
No encuentro cura
Agua bendita no quita sed
Sé que es verdad, puedo ir a donde quiera
Solo ignoro a dónde voy
Claro que es verdad, alguna vez fue cierto
Que mis besos se hacían canción
Mis ex-amantes tenían razón
Siéntate donde quieras
Oh, siéntate, siéntate, va a empezar
Oh, da el pésame cuando puedas
Que próximamente algo adentro se quebrará
Siéntate donde quieras
Oh, siéntate, siéntate, aquí hay lugar
Oh, déjate guiar a ciegas
Pues no a cualquiera lo invito a mi roto hogar
He perdido la dirección
Yo nací en una tumba, no
Donde no crezca el amor
Yo pondré la estructura, no
No se pide invitación
No se piden disculpas, no
He perdido la protección
Se abolló mi armadura, no
Siéntate donde quieras
Oh, siéntate, siéntate, va a empezar
Oh, mi hombro está cuando quieras
Recuesta cabeza, la herida ya cerrará
Oh-oh-oh-oh-oh-oh-hmm-hmm"
Giallo,lo_dorado_desvanece.txt,"Un, dos, tres, un, dos, tres
Acostado en las noches, pregunto al vacío
¿Qué diablos es que hago yo aquí?
Aplausos no tomo, elogios tampoco
¿Acaso me los merecí?
Suena una orquesta
Mi reflejo no me deja oír
Y, sin embargo
Le tengo que hablar de ti
No hagas caso a esa voz
Yo entiendo, el espejo jamás te ha hecho honor
Y, sin embargo
Olvidé darte amor
Frente al espejo te veo un poco viejo
No entiendo qué es lo que te ven
Me siento invisible y no me es posible
Que de alguien levante interés
Molestan las respuestas
Que me dan cuando doy mi inquietud
Y, sin embargo
El problema es entre yo y tú
No hagas caso a esa voz, yo entiendo
El espejo jamás te ha hecho honor
Y, sin embargo
Olvidé darte amor
¡Oh!, no hagas caso a esa voz
Yo te juro, mañana el mundo tendrá otro color
Y, sin embargo
No soy yo el pintor
No, señor
No esperemos que todo mejore
Esperemos no vaya a empeorar
Cerremos los ojos, relaja la faz
No esperemos que todo mejore
Esperemos no vaya a empeorar
Cerremos los ojos, relaja la faz
No hagas caso a esa voz
El camino sinuoso confunde igual a los dos
Y, sin embargo
Olvidé darte amor
¡Oh!, no quiero escapar
Sino hacerme capaz
De amarte, aunque sea por piedad
Y sin embargo
No lo logre, quizá"
Giallo,nadie_mas_vendra.txt,"Dale a todos la bienvenida
Oliendo a crisantemos, entonen su cantar
Les piden que celebren mi vida
Desde acá veo puras sonrisas
Acá se vive una tormenta, muy temprano su rezar
Tú eras la sangre en mi venas, lo seguro en el azar
Mi espacio que no esté a la venta, tampoco quiero un altar
Guárdame siquiera un tiempo el lugar
La escasa gente reunida
Bosteza a escondidas, se mueve al son del Taps
Murmuran que era causa perdida
Mientras un coro canta ""Ave María""
Algunos buscan sólo oro, yo tu mano no soltar
Y ver un poco más tu rostro, ese es mi capital
Aquí, en frente de este foro, una petición final
""Guárdame siquiera un tiempo el lugar""
Gracias por esta despedida
Aunque creo que el cuerpo presente está de más
Es como festejar mi caída
Entonces, ojalá no falte tequila
Me la pasé viendo tus ojos, te aguantaste el llorar
Me toca decir ""hasta pronto"", yo no me podré aguantar
Recuerda que lo fuiste todo, mi isla en medio de este mar
Guárdame siquiera un tiempo el lugar
Guárdame siquiera un tiempo el lugar
Vete a casa, que ya nadie vendrá"
Giallo,providencia_a_la_izquierda.txt,"Sí, soy esa cometa en el huracán
Bailando como si fuera mañana el final
Se formaron las grietas en mi cristal
Y en un instante yo supe que no soy tan bacán
Perdón, perdí el control
Lo siento, fue el alcohol
El cielo fue conocerte
Tocar tu piel, probar tu miel
Nunca fue mío el merecer
El cielo fue conocerte
Por suerte fue, fue una en cien
Nunca me viste desfallecer
Oh, desfallecer
¿Cómo me has reconocido? No estoy igual
¿Hacerme daño a mí mismo? Sería incapaz
Ahora estoy convencido, no hay duda
Toda esa belleza no salió de mi arsenal
El cielo fue conocerte
Tocar tu piel, probar tu miel
Nunca fue mío el merecer
Nunca lo tuve presente
Me puse de pie y trataré
Buscando un pajar en el alfiler
Mientras espero voy a estar
En todo ese frío en el desván
Sí, soy esa cometa en el huracán
Bailando como si fuera mañana el final
El cielo fue conocerte
Tocar tu piel, probar tu miel
Nunca fue mío el merecer
El cielo fue conocerte
Por suerte fue golpeó mi sien
Nunca me viste desfallecer
Oh, desfallecer
Oh, desfallecer"
Giallo,quince_mil_dias.txt,"Quince mil días, algo aprendí
La vida mata, ¿qué te puedo decir?
De Aquiles mi talón
En avisos de ocasión
Buscaba que me recordaran feliz
Mientras me comportaba como un maniquí
Cansado de este son
Siempre en otra opinión
Oh-oh-oh
Como buen perdedor, la frente en alto
Alguien extraordinario y, pues, no lo contrario
Sangre de asfalto, alguien muy sin embargo, oh-oh
Todo eso es rumor
Uh, uh-uh-uh-uh
Recuérdame un poco mejor
Quince mil días, si es que llega mi fin
Recuérdame como un hombre gentil
Que digan ""misa"" los demás
Tu palabra es la oficial
Experto en nada, solo un simple aprendiz
Por favor, no me recuerdes como un tipo vil
Esa opinión ya es popular
Te juro que está mal
Uh-oh-oh
Como alguien encantador
Gran ser humano, leal como soldado
Y, pues, no lo contrario
Un hombre falso, un ser despiadado, oh-oh
Solitario
Uh, uh-uh-uh-uh
Recuérdame un poco mejor
Ese legado no es cierto
Recuérdame un poco mejor
Recuérdame siempre completo
Recuérdame un poco mejor
Traté, pero no soy perfecto
Recuérdame un poco mejor
Recuérdame joven, no viejo, oh
Recuérdame un poco mejor, oh-oh
No fui cobarde, fue miedo
Recuérdame un poco mejor
Sentí que acababa mi tiempo
Recuérdame un poco mejor, oh
Contigo sí fui verdadero
Recuérdame un poco mejor
Uh, uh-uh-uh-uh
Recuérdame un poco mejor
"
Giallo,quita_esa_cara.txt,"No, ya no creo en Dios
Ni en todas sus troanes
Ya es hora que alguien diga todas sus verdades
Maldita ciudad
Todas son iguales
Con diferentes nombres
Con las mismas calles
¿Qué rezaras por mí?
Dulce orador
No sirve de nada
Nada cambiara
Ya me fui
Me escapé por la ventana
Acá hace frío y olvidamos las chamarras
A convertir la nueva casa en fogata
Sí, la vida es cara
Y la solución macabra, uoh
La solución macabra
No creo en el adiós
Es el vicio de un relato
Para eso me he robado tu retrato
Llegar al final
Tal vez sea lo sensato
O tal vez morir me salga más barato
¿Qué rezarán por mí?
Por un pecador
Me conocen nada
Nada pa' enseñar
Ya me fui
Me escapé por la ventana
Acá hace frío y olvidamos las chamarras
A convertir la nueva casa en fogata
Sí la vida es cara
Y la solución macabra
El rezar por mí
Es abrumador
No he pedido nada
No sería capaz
Ya me fui
Me escapé por la ventana
Acá hace frío y olvidamos las chamarras
A convertir la nueva casa en fogata
Sí la vida es cara
Y la solución macabra
Te necesito aquí conmigo en mi cama
Yo te protejo
Venga
Quita esa cara
Te vez oscuramente bella ahí acostada
Sí al fin y al cabo solo estamos de pasada
Uoh uoh, venga, quita esa cara"
Giallo,siempre_vos.txt,"Pretendamos que me amas hoy
Que por fin salió el sol
Pretendamos que existe Dios
Podrías pecar conmigo a solas
Dame una razón para no hacer éxodo
Para no ser lógico
Un corazón con latidos solido'
Pretendamos que me amas hoy
Que este abismo sea de dos
Pretendamos no dijiste adiós
Pretendamos una falsa memoria
Dame una razón para no hacer éxodo
Para no ser lógico
Un corazón con latido sólido
Quiero un corazón lleno de amor propio
Encontrar algún propósito
Una razón para no ser el próximo
Para no hacer éxodo
Para no hacer éxodo
Para no hacer éxodo
Para no hacer éxodo
Para no hacer éxodo
Para no hacer éxodo
Dame una razón para estar haciéndolo
Para estar haciéndolo
Siempre vos
Y quiero un corazón, expulsar todo ese odio
Espectro de ese odio
Siempre vos
No quiero ser el próximo, oh-oh oh oh
Oh oh oh oh"
Giallo,soy_el_diluvio.txt,"Todo empezó con un final
Después de años de ser un rival
Fue así como aprendí a vivir
Fuera del cristal
Ojos abiertos, de par en par
Vida, te ahorraste otro funeral
Vida, dime, ¿qué viste en mí?
Un simple mortal
Tan fácil es
Que se dificulta el temor
Siento se catapulta
Todo cristal se rompe en solo un segundo
Uoh, oh-oh
Nunca te mueras, pues eres tú todo mi mundo
Lo más profundo
Y aunque yo sea solo un fracaso rotundo
Yo te doy, oh, oh-oh
Gracias por todo ese mal que hiciste humo
Fue nuestro triunfo
Ya se acabó, hoy sigo parado
Eres milagro y yo soy un diluvio
Estuve a punto de expirar
Una de arena por otra de cal
No sé lo que viste en mí
Una estrella fugaz
Todo cristal se rompe en solo un segundo
Oh, oh-oh
Nunca te mueras, pues eres tú todo mi mundo
Lo más profundo
Y aunque, yo, sea solo un fracaso rotundo
Yo te doy, oh, oh-oh
Gracias por todo ese mal que hiciste humo
Fue nuestro triunfo
Una ciudad no se construye en segundos
Oh, oh-oh
Todo el dolor que sentía era como un puño
En lo más profundo
Y aunque no sea, pretenderé que es un triunfo
Que fui yo, oh, oh-oh
Tú eres como un milagro
Y yo un diluvio, soy el diluvio, uoh"
